Join_ID,GPS_Building_Code_,Point_Count
2,2503000610,1
2,2503000616,1
2,2503000636,1
2,2503000637,1
2,2503004820,1
2,2503004923,1
3,2503002369,1
3,2503002372,1
3,2503004866,1
4,2501000009,1
4,2502000096,1
4,2502000097,1
4,2502000098,1
4,2502000099,1
4,2502000100,1
4,2502000101,1
4,2502000102,1
4,2502000103,1
4,2502000104,1
4,2502000105,1
4,2502000106,1
4,2502000107,1
4,2502000108,1
4,2502000109,1
4,2502000110,1
4,2502000318,1
4,2502000319,1
4,2502000320,1
4,2502000321,1
4,2502000322,1
4,2502000323,1
4,2502000324,1
4,2502000326,1
4,2502000572,1
4,2502000574,1
4,2502000575,1
4,2502000577,1
4,2502000578,1
4,2502000580,1
4,2502000581,1
4,2502000582,1
4,2502000583,1
4,2502000584,1
4,2502000585,1
4,2502000586,1
4,2502000587,1
4,2502000588,1
4,2502000589,1
4,2502000590,1
4,2502000591,1
4,2502000592,1
4,2502000593,1
4,2502000594,1
4,2502000595,1
4,2502000596,1
4,2502000597,1
4,2502000598,1
4,2502000599,1
4,2502000600,1
4,2502000601,1
4,2502000602,1
4,2502000603,1
4,2502000605,1
4,2503000087,1
4,2503000091,1
4,2503000099,1
4,2503000101,1
4,2503000103,1
4,2503000104,1
4,2503000107,1
4,2503000110,1
4,2503000111,1
4,2503000120,1
4,2503000173,1
4,2503000238,1
4,2503000240,1
4,2503000241,1
4,2503000242,1
4,2503000243,1
4,2503000245,1
4,2503000246,1
4,2503000247,1
4,2503000248,1
4,2503000249,1
4,2503000250,1
4,2503000251,1
4,2503000252,1
4,2503000254,1
4,2503000255,1
4,2503000257,1
4,2503000259,1
4,2503000261,1
4,2503000262,1
4,2503000263,1
4,2503000264,1
4,2503000265,1
4,2503000266,1
4,2503000268,1
4,2503000269,1
4,2503000270,1
4,2503000272,1
4,2503000273,1
4,2503000274,1
4,2503000278,1
4,2503000281,1
4,2503000608,1
4,2503000632,1
4,2503001188,1
4,2503001189,1
4,2503001190,1
4,2503001191,1
4,2503001192,1
4,2503001193,1
4,2503001194,1
4,2503001195,1
4,2503001196,1
4,2503001197,1
4,2503001198,1
4,2503001199,1
4,2503001200,1
4,2503001201,1
4,2503001202,1
4,2503001203,1
4,2503001204,1
4,2503001205,1
4,2503001206,1
4,2503001207,1
4,2503001208,1
4,2503001209,1
4,2503001210,1
4,2503002330,1
4,2503002332,1
4,2503002336,1
4,2503002349,1
4,2503002350,1
4,2503002351,1
4,2503002352,1
4,2503002356,1
4,2503002357,1
4,2503002359,1
4,2503002361,1
4,2503002365,1
4,2503002367,1
4,2503002370,1
4,2503002371,1
4,2503002373,1
4,2503002374,1
4,2503002375,1
4,2503002376,1
4,2503002377,1
4,2503002379,1
4,2503002381,1
4,2503002383,1
4,2503002384,1
4,2503002386,1
4,2503002387,1
4,2503002392,1
4,2503002394,1
4,2503002398,1
4,2503002399,1
4,2503002401,1
4,2503002403,1
4,2503002404,1
4,2503002406,1
4,2503002408,1
4,2503002409,1
4,2503002411,1
4,2503002413,1
4,2503002424,1
4,2503002426,1
4,2503002428,1
4,2503002431,1
4,2503002433,1
4,2503002434,1
4,2503002438,1
4,2503002757,1
4,2503002758,1
4,2503002759,1
4,2503002760,1
4,2503002761,1
4,2503002762,1
4,2503002763,1
4,2503002764,1
4,2503002765,1
4,2503002766,1
4,2503002767,1
4,2503002768,1
4,2503002769,1
4,2503002770,1
4,2503002772,1
4,2503002774,1
4,2503002776,1
4,2503002777,1
4,2503002778,1
4,2503002780,1
4,2503002781,1
4,2503002782,1
4,2503002784,1
4,2503002785,1
4,2503002786,1
4,2503002788,1
4,2503002789,1
